# ========== OUTPUT ==========
# Cloudlet ID    STATUS    Data center ID    VM ID        Time    Start Time    Finish Time    Submission Time    Processing Cost
    879        SUCCESS        3            3            1.75        0.1            1.85        0.1        3
    963        SUCCESS        3            3            1.75        0.1            1.85        0.1        3
    1223        SUCCESS        3            3            1.75        0.1            1.85        0.1        3
    1375        SUCCESS        3            3            1.75        0.1            1.85        0.1        3
    1899        SUCCESS        3            3            1.75        0.1            1.85        0.1        3
    1923        SUCCESS        3            3            1.75        0.1            1.85        0.1        3
    2023        SUCCESS        3            3            1.75        0.1            1.85        0.1        3
    2115        SUCCESS        3            3            1.75        0.1            1.85        0.1        3
    2239        SUCCESS        3            3            1.75        0.1            1.85        0.1        3
    2395        SUCCESS        3            3            1.75        0.1            1.85        0.1        3
    2507        SUCCESS        3            3            1.75        0.1            1.85        0.1        3
    2667        SUCCESS        3            3            1.75        0.1            1.85        0.1        3
    2831        SUCCESS        3            3            1.75        0.1            1.85        0.1        3
    2971        SUCCESS        3            3            1.75        0.1            1.85        0.1        3
    3055        SUCCESS        3            3            1.75        0.1            1.85        0.1        3
